id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,2.591e-05,1725479625,63,2434214482.0,319301926.0,2.717e-05,2.526e-05,-1.263790587273e-06,-4.65076,-54056468.23553705,-3.03767,66295523592414.664,93526183276778.0,93526183276778.0,4.547e-05,-42.86074,2024-03-04T17:05:29.594Z,8.6142e-08,30061.334,2022-12-29T22:48:46.755Z,,2024-06-14T12:32:56.713Z
jasmycoin,jasmy,JasmyCoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.03540434,1713727476,64,1769648365.0,131216039.0,0.03665721,0.0342179,-0.000885941285345165,-2.44126,-21947932.72128558,-1.26452,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.25712,2021-02-16T03:53:32.207Z,0.00275026,1193.85898,2022-12-29T20:41:09.113Z,,2024-06-14T12:32:54.018Z
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,3647.65,1659972373,65,1659972373.0,6004993.0,3659.41,3551.63,-3.703046187548807,-0.10142,10106593.0,0.61257,454204.915007977,454204.915007977,,4729.53,-22.72027,2024-03-27T05:26:27.333Z,2142.02,70.63202,2023-12-18T10:41:32.686Z,,2024-06-14T12:32:43.964Z
thorchain,rune,THORChain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,4.88,1633916832,66,2011788849.0,174317059.0,4.99,4.7,-0.1125696306644679,-2.25473,-29585976.74143529,-1.77853,335400197.0,412967394.0,500000000.0,20.87,-76.64456,2021-05-19T00:30:09.436Z,0.00851264,57152.6748,2019-09-28T00:00:00.000Z,"{'times': 127.4219299394734, 'currency': 'usd', 'percentage': 12742.19299394734}",2024-06-14T12:32:59.707Z
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,1.16,1621474616,67,2316390654.0,46122164.0,1.19,1.16,-0.030064791789849114,-2.53025,-31942244.08968568,-1.93189,1400001000.0,2000000000.0,2000000000.0,1.48,-21.5604,2024-06-01T03:50:55.951Z,0.0142795,8025.80145,2020-06-25T04:17:05.895Z,,2024-06-14T12:32:40.040Z
celestia,tia,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,8.01,1533276381,68,8443933595.0,79679014.0,8.26,7.81,-0.21116139003861356,-2.56888,-3488724.723291397,-0.22702,190577774.325166,1049534246.57517,,20.85,-61.45291,2024-02-10T14:30:02.495Z,2.08,285.7646,2023-10-31T15:14:31.951Z,,2024-06-14T12:33:14.654Z
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.145963,1453059896,69,1453059896.0,85123396.0,0.151585,0.134161,-0.005622762503964401,-3.7093,-12822353.976427078,-0.87472,9910205115.7855,9910205115.7855,9999998988.0,0.193328,-24.07755,2024-06-09T12:55:51.835Z,0.00084753,17218.52365,2024-02-29T08:40:24.951Z,,2024-06-14T12:33:12.191Z
coredaoorg,core,Core,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,1.61,1438473424,70,3381975786.0,59784997.0,1.62,1.52,0.02932268,1.85699,44372943.0,3.18291,893203967.814487,2100000000.0,2100000000.0,6.14,-73.70882,2023-02-08T12:55:39.828Z,0.334237,383.25981,2023-11-03T01:20:55.441Z,,2024-06-14T12:32:59.161Z
eos,eos,EOS,https://coin-images.coingecko.com/coins/images/738/large/eos-eos-logo.png?1696501893,0.682105,1404484069,71,,120322139.0,0.692369,0.668768,-0.00852979116066721,-1.23507,-12708868.52016306,-0.89676,2060591223.1885,,,22.71,-96.98821,2018-04-29T07:50:33.540Z,0.5024,36.14957,2017-10-23T00:00:00.000Z,"{'times': -0.31100524263628493, 'currency': 'usd', 'percentage': -31.100524263628493}",2024-06-14T12:33:14.372Z
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,9.7,1388324082,72,3385258267.0,6737880.0,9.72,9.61,-0.008675152533074383,-0.08932,-9985280.666443348,-0.7141,144118517.10815412,351415356.0,400000000.0,14.64,-34.21433,2022-10-28T12:32:18.119Z,3.06,214.66209,2023-02-13T19:01:21.899Z,,2024-06-14T12:32:35.254Z
pyth-network,pyth,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.379491,1376248697,73,3796559697.0,64453225.0,0.392054,0.369774,-0.012380558352462491,-3.15934,-20085897.961145878,-1.43847,3624988954.74346,10000000000.0,10000000000.0,1.2,-68.26411,2024-03-16T07:01:15.357Z,0.228806,65.9387,2024-01-08T03:29:54.594Z,,2024-06-14T12:32:54.669Z
starknet,strk,Starknet,https://coin-images.coingecko.com/coins/images/26433/large/starknet.png?1696525507,1.004,1310971395,74,10081976872.0,73035965.0,1.029,0.965065,-0.02534497685844395,-2.46258,-10334874.924686193,-0.78217,1300311845.0,10000000000.0,10000000000.0,4.41,-77.16004,2024-02-20T12:05:13.556Z,0.965065,4.45683,2024-06-14T01:40:38.889Z,,2024-06-14T12:32:55.193Z
sei-network,sei,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.445201,1305243262,75,4462370128.0,80563583.0,0.470845,0.436266,-0.02564416763639854,-5.44641,-47035494.287463665,-3.47824,2925000000.0,10000000000.0,,1.14,-60.84605,2024-03-16T02:30:23.904Z,0.095364,367.93945,2023-10-19T08:05:30.655Z,,2024-06-14T12:33:01.288Z
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.158419,1295292998,76,1295292983.0,39061381.0,0.162704,0.154231,-0.004284872650362149,-2.63354,-19680593.0419991,-1.49665,8181503855.24776,8181503756.11941,10000000000.0,3.56,-95.53687,2019-06-20T14:51:19.480Z,0.087513,81.61645,2023-09-11T19:42:08.247Z,"{'times': -0.9339921914505812, 'currency': 'usd', 'percentage': -93.39921914505813}",2024-06-14T12:33:07.386Z
aave,aave,Aave,https://coin-images.coingecko.com/coins/images/12645/large/AAVE.png?1696512452,85.84,1274231177,77,1373074146.0,101630375.0,86.63,83.36,-0.7251475960308653,-0.83768,-3276836.0949287415,-0.2565,14848214.053664098,16000000.0,16000000.0,661.69,-86.99049,2021-05-18T21:19:59.514Z,26.02,230.79252,2020-11-05T09:20:11.928Z,,2024-06-14T12:32:51.998Z
gala,gala,GALA,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.03489797,1248252929,78,1248252929.0,96433442.0,0.03508062,0.03369773,-0.000140501423144881,-0.40099,8267885.0,0.66677,35774854883.3446,35774854883.3446,,0.824837,-95.74956,2021-11-26T01:03:48.731Z,0.00013475,25918.08879,2020-12-28T08:46:48.367Z,,2024-06-14T12:32:54.018Z
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,0.91959,1245133678,79,9223212428.0,103612065.0,0.946402,0.895467,-0.02420588834019044,-2.56474,-8153759.7269284725,-0.65059,1350000000.0,10000000000.0,10000000000.0,2.0,-53.90727,2024-01-31T15:02:47.304Z,0.457464,101.51545,2024-02-21T18:31:05.083Z,,2024-06-14T12:33:00.898Z
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,82.73,1202347361,80,1207995022.0,16283819.0,85.12,82.12,-2.390355114130301,-2.80809,-28309678.36291051,-2.30037,14544176.164091088,14612493.0,14612493.0,427.42,-80.61169,2021-09-11T09:15:00.668Z,0.215773,38306.03158,2018-08-23T00:00:00.000Z,"{'times': 9.106725231965132, 'currency': 'eth', 'percentage': 910.6725231965132}",2024-06-14T12:33:00.757Z
ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.729866,1180325788,81,10958537293.0,122498503.0,0.734909,0.687145,0.01323171,1.84637,43914762.0,3.86434,1615625000.0,15000000000.0,,1.52,-51.90375,2024-04-11T13:15:15.057Z,0.532381,37.11192,2024-04-02T08:20:40.884Z,,2024-06-14T12:33:01.701Z
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.02743226,1171953783,82,2804654159.0,6042233.0,0.02802468,0.02712526,-0.000584548768026511,-2.08642,-16136789.17225647,-1.35821,42695269598.5552,102175928084.984,,0.150073,-81.70793,2023-01-10T03:14:05.921Z,0.00827405,231.77762,2023-10-19T03:35:41.663Z,,2024-06-14T12:33:15.203Z
cheelee,cheel,Cheelee,https://coin-images.coingecko.com/coins/images/28573/large/CHEEL_%D1%82%D0%BE%D0%BD%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%B2%D0%BE%D0%B4%D0%BA%D0%B0_%283%29.png?1696527561,20.42,1157975841,83,20390060882.0,6322559.0,20.6,19.97,-0.18363696983992028,-0.89147,-3167393.600060463,-0.27278,56791190.9624474,1000000000.0,1000000000.0,21.45,-4.94413,2024-06-07T12:30:12.489Z,3.44,492.85802,2023-02-13T02:53:08.933Z,,2024-06-14T12:32:49.378Z
flow,flow,Flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.7448,1125882021,84,1125882021.0,27112315.0,0.767513,0.72086,-0.01839247282847678,-2.40994,-26729794.64819002,-2.31906,1513199184.57724,1513199184.57724,,42.4,-98.24032,2021-04-05T13:49:10.098Z,0.391969,90.33531,2023-09-11T19:41:06.528Z,,2024-06-14T12:32:51.862Z
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/gate.png?1696508395,8.36,1089045438,85,2506255309.0,3557516.0,8.5,8.14,-0.1382714252244419,-1.62716,-17344724.99381137,-1.56769,130359277.55886991,300000000.0,,12.94,-35.27733,2021-05-12T11:39:16.531Z,0.25754,3152.4305,2020-03-13T02:18:02.481Z,,2024-06-14T12:32:55.504Z
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,3560.82,1055491199,86,1055491199.0,10306299.0,3566.28,3473.21,6.73,0.18949,8997617.0,0.85979,296936.385349732,296936.385349732,,4033.48,-11.87243,2024-03-13T08:55:33.936Z,2069.62,71.75118,2024-01-23T14:25:53.609Z,,2024-06-14T12:28:36.882Z
chiliz,chz,Chiliz,https://coin-images.coingecko.com/coins/images/8834/large/CHZ_Token_updated.png?1696508986,0.117397,1042799950,87,1042799950.0,113724978.0,0.11984,0.111373,-0.000649108193448017,-0.54988,7048107.0,0.68048,8888888888.0,8888888888.0,8888888888.0,0.878633,-86.63936,2021-03-13T08:04:21.200Z,0.00410887,2757.0115,2019-09-28T00:00:00.000Z,"{'times': 4.336214244834514, 'currency': 'usd', 'percentage': 433.6214244834514}",2024-06-14T12:32:53.872Z
beam-2,beam,Beam,https://coin-images.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,0.02089191,1034967860,88,1306294961.0,26081721.0,0.02214132,0.02070513,-0.001233595732764464,-5.57545,-45316009.44988358,-4.19482,49466004168.0,62434008330.0,62434008330.0,0.04416304,-52.62323,2024-03-10T10:40:22.381Z,0.0043383,382.28598,2023-10-29T08:20:14.064Z,,2024-06-14T12:33:01.900Z
axie-infinity,axs,Axie Infinity,https://coin-images.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,7.08,1030958381,89,1908882825.0,42601238.0,7.11,6.89,0.00946861,0.13395,796479.0,0.07732,145822865.127232,270000000.0,270000000.0,164.9,-95.71418,2021-11-06T19:29:29.482Z,0.123718,5612.35314,2020-11-06T08:05:43.662Z,,2024-06-14T12:33:00.087Z
ordinals,ordi,ORDI,https://coin-images.coingecko.com/coins/images/30162/large/ordi.png?1696529082,48.38,1017683922,90,1017683922.0,177114950.0,51.75,46.5,-3.365382190815545,-6.50337,-48412698.22472036,-4.54112,21000000.0,21000000.0,,95.52,-49.26787,2024-03-05T01:45:22.816Z,2.86,1593.84552,2023-09-11T15:22:32.140Z,,2024-06-14T12:33:03.395Z
bitcoin-cash-sv,bsv,Bitcoin SV,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,51.05,1005101975,91,1070603470.0,16755913.0,52.56,50.28,-1.2961589897081254,-2.47634,-19065431.827637315,-1.86155,19715181.25,21000000.0,21000000.0,489.75,-89.57201,2021-04-16T17:09:04.630Z,21.43,138.26243,2023-06-10T04:32:12.266Z,,2024-06-14T12:32:55.238Z
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,10.4,994851072,92,1488932657.0,90106.0,10.56,10.35,-0.12010809425832925,-1.14123,-11168624.799635172,-1.11018,95642961.2885607,143142961.288477,,28.83,-63.8605,2021-12-01T15:09:35.541Z,0.342863,2938.8161,2019-02-07T00:00:00.000Z,,2024-06-14T12:33:02.315Z
dydx-chain,dydx,dYdX,https://coin-images.coingecko.com/coins/images/32594/large/dydx.png?1698673495,1.64,976007719,94,1260721864.0,38294832.0,1.69,1.59,-0.03515165001035947,-2.09279,-12603262.096837878,-1.27485,593526139.0,766665433.0,1000000000.0,4.52,-63.58462,2024-03-07T22:19:11.131Z,1.59,3.40667,2024-06-14T01:37:00.432Z,,2024-06-14T12:32:59.894Z
bittorrent,btt,BitTorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,1.01e-06,974665667,93,996563459.0,37211940.0,1.04e-06,9.96354e-07,-3.4608320117e-08,-3.32377,-22639008.873671174,-2.27002,968246428571000.0,990000000000000.0,990000000000000.0,3.43e-06,-70.60673,2022-01-21T04:00:31.909Z,3.65368e-07,176.04592,2023-10-13T05:10:41.241Z,,2024-06-14T12:32:54.381Z
zebec-protocol,zbc,Zebec Protocol,https://coin-images.coingecko.com/coins/images/24342/large/zebec.jpeg?1696523526,0.01878113,955652442,95,1877887230.0,5910.46,0.01913493,0.01844052,3.003e-05,0.16017,10049192.0,1.06273,50883649370.0,99987978070.0,10000000000.0,0.052766,-64.41424,2022-04-13T15:54:52.330Z,0.00570409,229.19001,2023-10-20T04:02:48.815Z,,2024-06-14T12:32:49.001Z
tokenize-xchange,tkx,Tokenize Xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,11.8,942999827,96,1178808725.0,7555761.0,11.94,11.52,-0.14070971627962692,-1.17872,-7076051.151569724,-0.74479,79995999.94518414,100000000.0,100000000.0,22.3,-47.09222,2022-10-31T10:23:59.455Z,0.111255,10503.09577,2019-04-28T00:00:00.000Z,"{'times': 39.60852398176713, 'currency': 'usd', 'percentage': 3960.8523981767125}",2024-06-14T12:32:58.842Z
neo,neo,NEO,https://coin-images.coingecko.com/coins/images/480/large/NEO_512_512.png?1696501735,13.13,926526627,97,1313663160.0,26171214.0,13.52,12.94,-0.38893939673553923,-2.87637,-23227627.754684567,-2.44565,70530000.0,100000000.0,,198.38,-93.36376,2018-01-15T00:00:00.000Z,0.078349,16703.02843,2016-10-21T00:00:00.000Z,"{'times': 363.8042459464967, 'currency': 'usd', 'percentage': 36380.42459464967}",2024-06-14T12:33:14.949Z
elrond-erd-2,egld,MultiversX,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,33.71,911701406,98,911874989.0,20756894.0,34.16,32.87,-0.3265908793278527,-0.95955,-3882687.084907174,-0.42407,27059643.0,27064795.0,31415926.0,545.64,-93.8096,2021-11-23T10:33:26.737Z,6.51,419.11814,2020-10-07T01:44:53.554Z,,2024-06-14T12:33:02.221Z
the-sandbox,sand,The Sandbox,https://coin-images.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1696511971,0.396677,904703723,99,1189756788.0,76529865.0,0.403986,0.389759,-0.007308940120743013,-1.8092,-8139932.336234689,-0.89171,2281231926.2233224,3000000000.0,3000000000.0,8.4,-95.26277,2021-11-25T06:04:40.957Z,0.02897764,1272.6975,2020-11-04T15:59:14.441Z,,2024-06-14T12:32:57.060Z
ronin,ron,Ronin,https://coin-images.coingecko.com/coins/images/20009/large/photo_2024-04-06_22-52-24.jpg?1712415367,2.74,903516611,100,2738717366.0,21496663.0,2.82,2.73,-0.07591130447937555,-2.69703,-21877623.456992388,-2.36414,329905021.24166,1000000000.0,1000000000.0,4.45,-38.40337,2024-03-26T05:12:38.487Z,0.196601,1294.41642,2022-11-21T19:36:31.487Z,,2024-06-14T12:32:59.698Z
